A,C,P,B,L,R,LA
3,1,60,20.6598,190,0.94,0
3,1,60,20.6598,163.733,0.98,0
3,1,60,20.6468,150.4,1,0
3,1,60,20.6468,176.867,0.96,0
3,1,60,20.6695,151.2,1,0
3,1,60,20.6533,163.533,0.98,0
3,1,60,20.6793,163.533,0.98,0
3,1,60,20.663,163.333,0.98,0
3,1,60,20.7053,163.533,0.98,0
3,1,60,20.637,150.6,1,0
3,1,60,20.65,150,1,0
3,1,60,20.6663,176.867,0.96,0
3,1,60,20.6695,176.867,0.96,0
3,1,60,20.6695,176.667,0.96,0
3,1,60,20.663,163.533,0.98,0
3,1,69,18.691,163.333,0.98,1
3,1,69,18.6845,150.4,1,1
3,1,69,18.7007,150.2,1,1
3,1,69,18.7105,163.533,0.98,1
3,1,69,18.691,150.2,1,1
3,1,69,18.691,150.2,1,1
3,1,69,18.6975,150.2,1,1
3,1,69,18.6975,150.4,1,1
3,1,69,18.704,150,1,1
3,1,69,18.7007,150,1,1
3,1,69,18.6877,163.333,0.98,1
3,1,69,18.7105,150.2,1,1
3,1,69,18.6975,150.2,1,1
3,1,69,18.7072,150.4,1,1
3,1,69,18.691,150,1,1
3,2,60,24.9968,130.2,1,2
3,2,60,24.9805,143.533,0.98,2
3,2,60,24.974,143.733,0.98,2
3,2,60,24.9838,130,1,2
3,2,60,24.9968,130.8,1,2
3,2,60,24.9903,130,1,2
3,2,60,24.9935,143.333,0.98,2
3,2,60,25.0001,130.6,1,2
3,2,60,24.9968,130.2,1,2
3,2,60,24.9968,130.6,1,2
3,2,60,24.9773,130,1,2
3,2,60,25.0001,130.6,1,2
3,2,60,24.9838,130.2,1,2
3,2,60,25.0033,130.4,1,2
3,2,60,25.0131,144.133,0.98,2
3,2,72,28.9971,130.2,1,3
3,2,72,29.0133,130.4,1,3
3,2,72,28.9905,130.2,1,3
3,2,72,29.0198,130.2,1,3
3,2,72,29.0524,130,1,3
3,2,72,28.9938,130,1,3
3,2,72,29.0198,130.2,1,3
3,2,72,29.0068,130.2,1,3
3,2,72,29.0003,130.4,1,3
3,2,72,29.0263,130.2,1,3
3,2,72,29.0296,143.533,0.98,3
3,2,72,29.0263,130.2,1,3
3,2,72,29.0133,130.2,1,3
3,2,72,29.0068,143.333,0.98,3
3,2,72,29.0133,143.733,0.98,3
3,2,87,25.8428,160.4,1,4
3,2,87,25.8428,160.4,1,4
3,2,87,25.8428,173.533,0.98,4
3,2,87,25.8265,160.6,1,4
3,2,87,25.8428,160.4,1,4
3,2,87,25.8395,160,1,4
3,2,87,25.8395,160.2,1,4
3,2,87,25.8395,160.4,1,4
3,2,87,25.8363,160.8,1,4
3,2,87,25.8395,160.2,1,4
3,2,87,25.833,160,1,4
3,2,87,25.8363,160.2,1,4
3,2,87,25.8655,160.8,1,4
3,2,87,25.8298,160.2,1,4
3,2,87,25.846,160.2,1,4
3,4,60,31.763,150.2,1,5
3,4,60,31.7695,150,1,5
3,4,60,31.7793,150,1,5
3,4,60,31.7663,150,1,5
3,4,60,31.7793,150.2,1,5
3,4,60,31.763,150,1,5
3,4,60,31.789,150.2,1,5
3,4,60,31.763,150,1,5
3,4,60,31.7695,150.2,1,5
3,4,60,31.7825,150.2,1,5
3,4,60,31.7598,150.2,1,5
3,4,60,31.7858,150.2,1,5
3,4,60,31.7825,150,1,5
3,4,60,31.776,150.4,1,5
3,4,60,31.7793,150,1,5
3,4,90,28.1256,171,1,6
3,4,90,28.1093,170.4,1,6
3,4,90,28.1353,170.2,1,6
3,4,90,28.1093,170,1,6
3,4,90,28.1158,170.4,1,6
3,4,90,28.1126,170.6,1,6
3,4,90,28.106,170.2,1,6
3,4,90,28.106,170.2,1,6
3,4,90,28.1093,170,1,6
3,4,90,28.1256,170.6,1,6
3,4,90,28.1158,170,1,6
3,4,90,28.1191,170.2,1,6
3,4,90,28.0963,170,1,6
3,4,90,28.1191,170.2,1,6
3,4,90,28.1223,170.2,1,6
3,5,60,36.8443,180.8,1,7
3,5,60,36.8346,180.2,1,7
3,5,60,36.8443,180,1,7
3,5,60,36.8411,180,1,7
3,5,60,36.8508,180.2,1,7
3,5,60,36.8476,180.6,1,7
3,5,60,36.8378,193.333,0.98,7
3,5,60,36.8573,180.2,1,7
3,5,60,36.8541,181.2,1,7
3,5,60,36.8378,180.4,1,7
3,5,60,36.8346,180,1,7
3,5,60,36.8476,180.6,1,7
3,5,60,36.8411,180.6,1,7
3,5,60,36.8346,180,1,7
3,5,60,36.8411,180.2,1,7
3,5,91,31.4211,180.2,1,8
3,5,91,31.4243,180.6,1,8
3,5,91,31.4276,180,1,8
3,5,91,31.4504,180.4,1,8
3,5,91,31.4309,180.2,1,8
3,5,91,31.4276,180.2,1,8
3,5,91,31.4439,180.2,1,8
3,5,91,31.4309,180.2,1,8
3,5,91,31.4504,180.4,1,8
3,5,91,31.4309,180,1,8
3,5,91,31.4471,180.6,1,8
3,5,91,31.4536,180.8,1,8
3,5,91,31.4374,180.6,1,8
3,5,91,31.4439,180.2,1,8
3,5,91,31.4406,180.2,1,8
3,5,92,31.4439,190.6,1,9
3,5,92,31.4243,190.2,1,9
3,5,92,31.4276,190,1,9
3,5,92,31.4243,190.4,1,9
3,5,92,31.4243,190,1,9
3,5,92,31.4374,190,1,9
3,5,92,31.4341,190.2,1,9
3,5,92,31.4341,190,1,9
3,5,92,31.4309,190.2,1,9
3,5,92,31.4243,190,1,9
3,5,92,31.4374,190.2,1,9
3,5,92,31.4504,191.2,1,9
3,5,92,31.4309,190.2,1,9
3,5,92,31.4309,190.2,1,9
3,5,92,31.4406,190.2,1,9
3,6,91,38.9487,240.2,1,10
3,6,91,38.952,240,1,10
3,6,91,38.9617,240.2,1,10
3,6,91,38.9617,241,1,10
3,6,91,38.991,240.6,1,10
3,6,91,38.991,240.4,1,10
3,6,91,38.9552,240.2,1,10
3,6,91,38.9715,240.2,1,10
3,6,91,38.952,240.4,1,10
3,6,91,38.965,240.4,1,10
3,6,91,38.9877,241,1,10
3,6,91,38.965,240,1,10
3,6,91,38.9682,240.6,1,10
3,6,91,38.9552,240.2,1,10
3,6,91,38.9422,253.333,0.98,10
3,6,92,38.9422,230.4,1,11
3,6,92,38.9617,230.4,1,11
3,6,92,38.965,230.4,1,11
3,6,92,38.9292,230,1,11
3,6,92,38.9682,230.6,1,11
3,6,92,38.9324,230,1,11
3,6,92,38.9454,230.2,1,11
3,6,92,38.965,230.4,1,11
3,6,92,38.952,230.2,1,11
3,6,92,38.965,230.2,1,11
3,6,92,38.9715,230,1,11
3,6,92,38.9357,230.2,1,11
3,6,92,38.9585,230.4,1,11
3,6,92,38.952,230.4,1,11
3,6,92,38.9682,230.2,1,11
3,7,60,41.4072,220.4,1,12
3,7,60,41.4267,220.4,1,12
3,7,60,41.4169,221,1,12
3,7,60,41.4202,220.4,1,12
3,7,60,41.4072,220.4,1,12
3,7,60,41.4072,220.6,1,12
3,7,60,41.4137,220.4,1,12
3,7,60,41.4169,220.8,1,12
3,7,60,41.4234,220.4,1,12
3,7,60,41.4397,220,1,12
3,7,60,41.4332,220.4,1,12
3,7,60,41.4495,222.2,1,12
3,7,60,41.4039,220.4,1,12
3,7,60,41.4104,220.2,1,12
3,7,60,41.4234,220.6,1,12
3,7,64,41.6,230.4,1,13
3,7,64,41.6032,230.4,1,13
3,7,64,41.5935,230,1,13
3,7,64,41.6097,230.4,1,13
3,7,64,41.5869,230.8,1,13
3,7,64,41.5935,230.2,1,13
3,7,64,41.5935,230.2,1,13
3,7,64,41.5967,230.2,1,13
3,7,64,41.5739,230.6,1,13
3,7,64,41.5739,230.4,1,13
3,7,64,41.6065,230.4,1,13
3,7,64,41.5967,230,1,13
3,7,64,41.5967,230.4,1,13
3,7,64,41.5674,230.2,1,13
3,7,64,41.5804,243.733,0.98,13
3,7,91,45.098,280.6,1,14
3,7,91,45.085,280.8,1,14
3,7,91,45.0753,293.733,0.98,14
3,7,91,45.1013,280.6,1,14
3,7,91,45.0753,293.533,0.98,14
3,7,91,45.1175,280.6,1,14
3,7,91,45.1013,280.2,1,14
3,7,91,45.1273,280.8,1,14
3,7,91,45.1013,280.6,1,14
3,7,91,45.085,280.4,1,14
3,7,91,45.1175,280.4,1,14
3,7,91,45.1143,280.6,1,14
3,7,91,45.0948,280.8,1,14
3,7,91,45.1143,280.6,1,14
3,7,91,45.1208,280.4,1,14
3,7,92,45.2746,270.4,1,15
3,7,92,45.242,270.6,1,15
3,7,92,45.2648,270.6,1,15
3,7,92,45.2615,270.8,1,15
3,7,92,45.2485,269.8,1,15
3,7,92,45.2615,283.733,0.98,15
3,7,92,45.255,270.4,1,15
3,7,92,45.2746,283.333,0.98,15
3,7,92,45.2843,270.2,1,15
3,7,92,45.2713,270,1,15
3,7,92,45.2615,270.2,1,15
3,7,92,45.2778,270.2,1,15
3,7,92,45.268,270.4,1,15
3,7,92,45.2876,283.933,0.98,15
3,7,92,45.2778,270.8,1,15
3,8,60,46.9953,240.6,1,16
3,8,60,47.0375,254.533,0.98,16
3,8,60,46.979,253.533,0.98,16
3,8,60,47.0213,240,1,16
3,8,60,47.0375,240.8,1,16
3,8,60,47.0148,255.133,0.98,16
3,8,60,46.9953,240.2,1,16
3,8,60,46.992,240.8,1,16
3,8,60,47.0083,240.2,1,16
3,8,60,47.018,240.4,1,16
3,8,60,47.005,240,1,16
3,8,60,46.9985,240.4,1,16
3,8,60,46.9822,240,1,16
3,8,60,47.0115,240.2,1,16
3,8,60,46.9985,240.4,1,16
3,8,63,50.8222,240.6,1,17
3,8,63,50.8092,240,1,17
3,8,63,50.8418,241.8,1,17
3,8,63,50.8515,240,1,17
3,8,63,50.8548,240.4,1,17
3,8,63,50.8613,240,1,17
3,8,63,50.8418,240.4,1,17
3,8,63,50.8418,240.2,1,17
3,8,63,50.8483,241,1,17
3,8,63,50.845,240.4,1,17
3,8,63,50.8548,240.408,0.98,17
3,8,63,50.8288,240.4,1,17
3,8,63,50.8353,240,1,17
3,8,63,50.8353,253.933,0.98,17
3,8,63,50.8222,240,1,17
3,8,64,50.8385,250.2,1,18
3,8,64,50.8353,250,1,18
3,8,64,50.845,250.6,1,18
3,8,64,50.8255,250.2,1,18
3,8,64,50.8255,250,1,18
3,8,64,50.8125,290,0.94,18
3,8,64,50.8483,250.2,1,18
3,8,64,50.871,250.6,1,18
3,8,64,50.845,250,1,18
3,8,64,50.8613,250.6,1,18
3,8,64,50.8645,250.2,1,18
3,8,64,50.8418,250.2,1,18
3,8,64,50.8418,250.4,1,18
3,8,64,50.845,250.4,1,18
3,8,64,50.8222,250.2,1,18
3,8,71,50.8678,260.2,1,19
3,8,71,50.8288,260,1,19
3,8,71,50.8385,260.8,1,19
3,8,71,50.8288,274.533,0.98,19
3,8,71,50.8353,260.6,1,19
3,8,71,50.8418,260,1,19
3,8,71,50.845,261.2,1,19
3,8,71,50.8385,260.2,1,19
3,8,71,50.8288,260.4,1,19
3,8,71,50.8385,260,1,19
3,8,71,50.8288,260.4,1,19
3,8,71,50.8418,273.333,0.98,19
3,8,71,50.8548,260,1,19
3,8,71,50.845,261,1,19
3,8,71,50.8255,260.2,1,19
3,8,72,50.9988,270.2,1,20
3,8,72,51.015,270,1,20
3,8,72,51.0248,284.333,0.98,20
3,8,72,51.0215,270.4,1,20
3,8,72,51.0248,270.2,1,20
3,8,72,51.015,270,1,20
3,8,72,51.0085,270.4,1,20
3,8,72,51.002,270.4,1,20
3,8,72,51.0053,270.4,1,20
3,8,72,51.0118,283.333,0.98,20
3,8,72,50.9923,283.533,0.98,20
3,8,72,51.0085,270.2,1,20
3,8,72,51.0215,270.2,1,20
3,8,72,51.0085,270.6,1,20
3,8,72,51.002,270.8,1,20
3,8,86,49.1113,290.6,1,21
3,8,86,49.1146,290.6,1,21
3,8,86,49.1015,290.8,1,21
3,8,86,49.082,290.4,1,21
3,8,86,49.0918,290,1,21
3,8,86,49.0885,290.2,1,21
3,8,86,49.1178,290.4,1,21
3,8,86,49.1146,290.4,1,21
3,8,86,49.1146,290.6,1,21
3,8,86,49.1048,291.6,1,21
3,8,86,49.1178,290.2,1,21
3,8,86,49.0592,303.933,0.98,21
3,8,86,49.1015,290.4,1,21
3,8,86,49.0983,290.4,1,21
3,8,86,49.0853,290.2,1,21
3,8,88,47.1677,270.8,1,22
3,8,88,47.1839,270.2,1,22
3,8,88,47.1644,270.4,1,22
3,8,88,47.1709,270.2,1,22
3,8,88,47.1807,270,1,22
3,8,88,47.1904,270,1,22
3,8,88,47.1612,270.2,1,22
3,8,88,47.1449,270.2,1,22
3,8,88,47.1709,270.2,1,22
3,8,88,47.1612,270.2,1,22
3,8,88,47.1709,270.2,1,22
3,8,88,47.1547,270.4,1,22
3,8,88,47.1579,270.4,1,22
3,8,88,47.1774,270.2,1,22
3,8,88,47.1579,270.2,1,22
3,8,89,49.9638,320,1,23
3,8,89,49.9833,320.2,1,23
3,8,89,49.9963,320.4,1,23
3,8,89,49.9768,320.2,1,23
3,8,89,49.98,333.333,0.98,23
3,8,89,49.9963,321.8,1,23
3,8,89,49.9865,322,1,23
3,8,89,49.9898,321.6,1,23
3,8,89,49.9508,333.333,0.98,23
3,8,89,49.9703,320.6,1,23
3,8,89,49.9865,320.4,1,23
3,8,89,49.9768,320.4,1,23
3,8,89,49.9605,333.933,0.98,23
3,8,89,49.967,320.6,1,23
3,8,89,49.9443,333.733,0.98,23
3,8,90,50.8366,350.2,1,24
3,8,90,50.8887,350.6,1,24
3,8,90,50.8626,350.8,1,24
3,8,90,50.8464,350.4,1,24
3,8,90,50.8594,350.4,1,24
3,8,90,50.8399,350,1,24
3,8,90,50.8854,350.2,1,24
3,8,90,50.8561,350,1,24
3,8,90,50.8431,350,1,24
3,8,90,50.8496,363.933,0.98,24
3,8,90,50.8789,350,1,24
3,8,90,50.8464,350.4,1,24
3,8,90,50.8626,350.4,1,24
3,8,90,50.8464,350.4,1,24
3,8,90,50.8561,350.2,1,24
2,1,60,19.9667,176.667,0.9,25
2,1,60,19.9927,176.667,0.9,25
2,1,60,19.9407,150,0.94,25
2,1,60,19.9927,137.067,0.96,25
2,1,60,19.9277,164.133,0.94,25
2,1,60,19.9374,136.667,0.96,25
2,1,60,19.9407,150,0.94,25
2,1,60,19.9407,151.633,0.92,25
2,1,60,19.9439,190.4,0.9,25
2,1,60,19.9895,151.2,0.96,25
2,1,60,19.9927,150.4,0.96,25
2,1,60,19.97,284.533,0.82,25
2,1,60,19.9765,204.133,0.88,25
2,1,60,19.9504,190.4,0.9,25
2,1,60,19.9927,176.667,0.9,25
2,1,69,18.0077,151.2,0.94,26
2,1,69,17.9881,136.667,0.96,26
2,1,69,17.9784,137.467,0.96,26
2,1,69,17.9914,137.067,0.96,26
2,1,69,17.9947,163.733,0.94,26
2,1,69,17.9979,123.333,0.98,26
2,1,69,17.9849,137.067,0.96,26
2,1,69,17.9947,137.067,0.96,26
2,1,69,17.9849,150,0.94,26
2,1,69,17.9947,123.733,0.98,26
2,1,69,18.0077,150.4,0.94,26
2,1,69,18.0012,150.8,0.94,26
2,1,69,17.9881,123.733,0.98,26
2,1,69,18.0142,124.133,0.98,26
2,1,69,18.0207,163.333,0.92,26
2,2,60,24.3167,155.733,0.92,27
2,2,60,24.3753,168.867,0.9,27
2,2,60,24.333,155.333,0.92,27
2,2,60,24.3883,117.533,0.98,27
2,2,60,24.4013,105.2,1,27
2,2,60,24.3688,144.2,0.94,27
2,2,60,24.3005,130.068,0.94,27
2,2,60,24.333,157.639,0.9,27
2,2,60,24.3167,155.533,0.92,27
2,2,60,24.372,156.733,0.94,27
2,2,60,24.3753,169.467,0.9,27
2,2,60,24.3395,143.6,0.94,27
2,2,60,24.3525,156.133,0.92,27
2,2,60,24.4046,156.733,0.92,27
2,2,60,24.3916,129.467,0.96,27
2,2,72,28.33,113.333,0.98,28
2,2,72,28.33,140,0.94,28
2,2,72,28.3268,113.333,0.98,28
2,2,72,28.33,126.667,0.96,28
2,2,72,28.3203,113.333,0.98,28
2,2,72,28.3268,113.733,0.98,28
2,2,72,28.3593,127.467,0.96,28
2,2,72,28.3235,140,0.94,28
2,2,72,28.3137,100.4,1,28
2,2,72,28.3007,167.067,0.9,28
2,2,72,28.3333,113.333,0.98,28
2,2,72,28.3333,127.067,0.96,28
2,2,72,28.3235,113.733,0.98,28
2,2,72,28.304,140.816,0.92,28
2,2,72,28.3203,140.4,0.94,28
2,2,87,24.9992,110.8,1,29
2,2,87,24.9602,110.4,1,29
2,2,87,24.9927,110,1,29
2,2,87,24.9634,150.4,0.94,29
2,2,87,24.9602,110,1,29
2,2,87,24.9602,137.467,0.96,29
2,2,87,24.9992,110,1,29
2,2,87,24.9829,110.4,1,29
2,2,87,24.9764,137.467,0.96,29
2,2,87,24.9992,124.133,0.98,29
2,2,87,24.9894,123.333,0.98,29
2,2,87,24.9732,137.067,0.96,29
2,2,87,24.9862,111.2,1,29
2,2,87,24.9894,124.533,0.98,29
2,2,87,24.9764,123.333,0.98,29
2,4,60,30.9032,114.133,0.98,30
2,4,60,30.8869,100,1,30
2,4,60,30.8837,100.8,1,30
2,4,60,30.9227,100,1,30
2,4,60,30.9097,113.733,0.98,30
2,4,60,30.8837,100.4,1,30
2,4,60,30.8772,113.333,0.98,30
2,4,60,30.8999,100.8,1,30
2,4,60,30.8999,100.4,1,30
2,4,60,30.8837,100,1,30
2,4,60,30.8869,100,1,30
2,4,60,30.9064,100,1,30
2,4,60,30.9162,126.667,0.96,30
2,4,60,30.9357,141.2,0.96,30
2,4,60,30.8999,100.4,1,30
2,4,79,31.0602,136.667,0.96,31
2,4,79,31.096,137.067,0.96,31
2,4,79,31.0992,123.333,0.98,31
2,4,79,31.0634,110.8,1,31
2,4,79,31.0602,123.733,0.98,31
2,4,79,31.0732,110.4,1,31
2,4,79,31.0634,110,1,31
2,4,79,31.0537,110.4,1,31
2,4,79,31.0667,110,1,31
2,4,79,31.0992,124.933,0.98,31
2,4,79,31.0862,110.8,1,31
2,4,79,31.07,110,1,31
2,4,79,31.1155,110,1,31
2,4,79,31.0895,110,1,31
2,4,79,31.07,123.733,0.98,31
2,4,90,27.282,121.2,1,32
2,4,90,27.2495,121.2,1,32
2,4,90,27.269,121.2,1,32
2,4,90,27.256,147.867,0.96,32
2,4,90,27.2592,121.2,1,32
2,4,90,27.2462,147.467,0.96,32
2,4,90,27.243,121.6,1,32
2,4,90,27.2462,134.133,0.98,32
2,4,90,27.2495,161.6,0.96,32
2,4,90,27.23,133.733,0.98,32
2,4,90,27.243,134.933,0.98,32
2,4,90,27.2625,121.2,1,32
2,4,90,27.2625,120.8,1,32
2,4,90,27.2755,136.133,0.98,32
2,4,90,27.269,175.333,0.92,32
2,5,60,35.7885,153.733,0.98,33
2,5,60,35.808,167.267,0.96,33
2,5,60,35.821,180.4,0.94,33
2,5,60,35.8503,140.8,1,33
2,5,60,35.7754,153.333,0.98,33
2,5,60,35.8112,180.4,0.94,33
2,5,60,35.808,140.2,1,33
2,5,60,35.8242,153.333,0.98,33
2,5,60,35.7917,180,0.94,33
2,5,60,35.808,140.2,1,33
2,5,60,35.821,140.6,1,33
2,5,60,35.8015,140,1,33
2,5,60,35.8047,180.6,0.94,33
2,5,60,35.8015,167.067,0.96,33
2,5,60,35.7852,140,1,33
2,5,79,36.03,151,1,34
2,5,79,35.9812,163.933,0.98,34
2,5,79,35.9943,164.133,0.98,34
2,5,79,35.9812,190.4,0.94,34
2,5,79,35.9975,176.867,0.96,34
2,5,79,35.9715,164.133,0.98,34
2,5,79,35.9682,177.067,0.96,34
2,5,79,36.0073,191,0.94,34
2,5,79,35.9845,191,0.94,34
2,5,79,36.0398,165.442,0.96,34
2,5,79,36.03,151.8,1,34
2,5,79,36.03,178.067,0.96,34
2,5,79,35.965,150.4,1,34
2,5,79,36.017,164.83,0.96,34
2,5,79,36.004,164.733,0.98,34
2,5,91,30.3945,190.8,0.94,35
2,5,91,30.4108,191.6,0.94,35
2,5,91,30.414,163.933,0.98,35
2,5,91,30.3847,164.533,0.98,35
2,5,91,30.427,177.867,0.96,35
2,5,91,30.4205,166.133,0.98,35
2,5,91,30.4238,151.2,1,35
2,5,91,30.4238,204.133,0.94,35
2,5,91,30.4596,164.533,0.98,35
2,5,91,30.4563,151.6,1,35
2,5,91,30.4238,164.533,0.98,35
2,5,91,30.3978,177.067,0.96,35
2,5,91,30.4693,153,1,35
2,5,91,30.401,177.467,0.96,35
2,5,91,30.4335,178.067,0.96,35
2,5,92,30.4173,140.4,1,36
2,5,92,30.427,141.2,1,36
2,5,92,30.3945,141,1,36
2,5,92,30.3945,141.6,1,36
2,5,92,30.3978,153.333,0.98,36
2,5,92,30.4205,155.133,0.98,36
2,5,92,30.401,167.067,0.96,36
2,5,92,30.4205,154.933,0.98,36
2,5,92,30.3978,168.267,0.96,36
2,5,92,30.4173,140.4,1,36
2,5,92,30.388,140.4,1,36
2,5,92,30.3847,140,1,36
2,5,92,30.4043,153.733,0.98,36
2,5,92,30.375,194.333,0.94,36
2,5,92,30.3847,140.4,1,36
2,6,60,32.1738,158.027,0.94,37
2,6,60,32.1543,144.133,0.98,37
2,6,60,32.1217,144.133,0.98,37
2,6,60,32.1705,144.533,0.98,37
2,6,60,32.164,144.733,0.98,37
2,6,60,32.1803,225.133,0.88,37
2,6,60,32.1803,144.014,0.96,37
2,6,60,32.1152,170.4,0.94,37
2,6,60,32.1347,157.267,0.96,37
2,6,60,32.1152,144.333,0.98,37
2,6,60,32.1673,145.333,0.98,37
2,6,60,32.1477,197.667,0.9,37
2,6,60,32.1347,143.733,0.98,37
2,6,60,32.1412,171.2,0.94,37
2,6,60,32.1412,170.6,0.94,37
2,6,91,37.7814,207.867,0.96,38
2,6,91,37.8172,261.4,0.9,38
2,6,91,37.7326,207.067,0.96,38
2,6,91,37.7651,287.467,0.9,38
2,6,91,37.8269,194.533,0.98,38
2,6,91,37.8041,207.211,0.94,38
2,6,91,37.7651,260.6,0.92,38
2,6,91,37.7976,194.733,0.98,38
2,6,91,37.7879,194.933,0.98,38
2,6,91,37.7944,301.8,0.86,38
2,6,91,37.8074,207.067,0.96,38
2,6,91,37.8139,220.6,0.94,38
2,6,91,37.7879,207.667,0.96,38
2,6,91,37.7521,274.133,0.88,38
2,6,91,37.7326,208.867,0.96,38
2,6,92,37.7911,186.389,0.94,39
2,6,92,37.8497,184.733,0.98,39
2,6,92,37.7879,210.6,0.94,39
2,6,92,37.7944,170.4,1,39
2,6,92,37.8367,185.133,0.98,39
2,6,92,37.7716,212,0.94,39
2,6,92,37.8399,184.933,0.98,39
2,6,92,37.7391,171.2,1,39
2,6,92,37.7846,198.067,0.96,39
2,6,92,37.7976,171.6,1,39
2,6,92,37.7423,198.067,0.96,39
2,6,92,37.7651,210.4,0.94,39
2,6,92,37.8399,184.933,0.98,39
2,6,92,37.7749,197.067,0.96,39
2,6,92,37.7879,198.267,0.96,39
2,7,60,40.0438,193.2,0.94,40
2,7,60,40.0113,164.133,0.98,40
2,7,60,40.1089,168.133,0.98,40
2,7,60,40.0243,177.067,0.96,40
2,7,60,40.034,206.533,0.92,40
2,7,60,40.0015,204.83,0.9,40
2,7,60,40.034,194.8,0.94,40
2,7,60,40.0471,165.333,0.98,40
2,7,60,40.0178,193.2,0.94,40
2,7,60,40.034,179.467,0.96,40
2,7,60,40.0275,164.533,0.98,40
2,7,60,40.0275,177.467,0.96,40
2,7,60,40.0731,154,1,40
2,7,60,40.0438,166.133,0.98,40
2,7,60,39.9787,257.867,0.86,40
2,7,64,40.2203,162.8,1,41
2,7,64,40.2398,162.4,1,41
2,7,64,40.2008,174.933,0.98,41
2,7,64,40.1911,217.333,0.92,41
2,7,64,40.1976,215.733,0.92,41
2,7,64,40.2203,160.8,1,41
2,7,64,40.2138,173.333,0.98,41
2,7,64,40.2886,188.267,0.96,41
2,7,64,40.1813,174.133,0.98,41
2,7,64,40.1748,173.333,0.98,41
2,7,64,40.1976,161.633,0.98,41
2,7,64,40.1715,187.467,0.96,41
2,7,64,40.2203,188.267,0.96,41
2,7,64,40.2138,174.533,0.98,41
2,7,64,40.2366,214.133,0.92,41
2,7,91,43.5028,244.333,0.92,42
2,7,91,43.4931,244.333,0.92,42
2,7,91,43.5061,283.333,0.86,42
2,7,91,43.5354,244.733,0.92,42
2,7,91,43.5549,233.4,0.94,42
2,7,91,43.5159,232.857,0.92,42
2,7,91,43.5159,230.6,0.94,42
2,7,91,43.5191,230,0.94,42
2,7,91,43.5289,243.933,0.94,42
2,7,91,43.5614,192,1,42
2,7,91,43.5094,256.867,0.92,42
2,7,91,43.5094,257.667,0.9,42
2,7,91,43.5386,230.4,0.94,42
2,7,91,43.5419,204.733,0.98,42
2,7,91,43.5126,231,0.94,42
2,7,92,43.7151,201.8,1,43
2,7,92,43.6891,241.2,0.94,43
2,7,92,43.6891,227.823,0.94,43
2,7,92,43.7249,201.4,1,43
2,7,92,43.6403,214.422,0.96,43
2,7,92,43.6761,240,0.94,43
2,7,92,43.7151,213.733,0.98,43
2,7,92,43.7314,255.733,0.92,43
2,7,92,43.6794,240.4,0.94,43
2,7,92,43.7217,240.8,0.94,43
2,7,92,43.7086,253.733,0.92,43
2,7,92,43.6403,308.067,0.88,43
2,7,92,43.6631,241.8,0.94,43
2,7,92,43.6956,242.8,0.94,43
2,7,92,43.6859,227.267,0.96,43
2,8,60,45.4033,188.067,0.96,44
2,8,60,45.4131,202,0.94,44
2,8,60,45.4749,191.267,0.96,44
2,8,60,45.4163,202.8,0.94,44
2,8,60,45.3708,214.733,0.92,44
2,8,60,45.4489,214.133,0.92,44
2,8,60,45.4586,175.533,0.98,44
2,8,60,45.4489,201.4,0.94,44
2,8,60,45.4294,188.467,0.96,44
2,8,60,45.4456,175.333,0.98,44
2,8,60,45.4163,214.933,0.92,44
2,8,60,45.4912,217.533,0.92,44
2,8,60,45.4521,203.2,0.94,44
2,8,60,45.4294,187.667,0.96,44
2,8,60,45.4781,189.467,0.96,44
2,8,63,49.2661,221.8,0.94,45
2,8,63,49.2401,234.333,0.94,45
2,8,63,49.2694,249.467,0.9,45
2,8,63,49.2694,220.8,0.94,45
2,8,63,49.2563,195.333,0.98,45
2,8,63,49.2563,222.6,0.94,45
2,8,63,49.2563,235.533,0.92,45
2,8,63,49.3051,195.733,0.98,45
2,8,63,49.2694,195.133,0.98,45
2,8,63,49.3181,182.8,1,45
2,8,63,49.2921,247.867,0.9,45
2,8,63,49.2401,195.933,0.98,45
2,8,63,49.2661,193.733,0.98,45
2,8,63,49.2954,194.533,0.98,45
2,8,63,49.2954,208.867,0.96,45
2,8,64,49.2563,218.867,0.96,46
2,8,64,49.3051,204.533,0.98,46
2,8,64,49.2563,219.067,0.96,46
2,8,64,49.2954,204.733,0.98,46
2,8,64,49.3247,218.867,0.96,46
2,8,64,49.2791,204.933,0.98,46
2,8,64,49.2401,216.867,0.96,46
2,8,64,49.2986,193.4,1,46
2,8,64,49.2368,244.733,0.94,46
2,8,64,49.2563,272.8,0.88,46
2,8,64,49.1978,283.933,0.88,46
2,8,64,49.2271,283.533,0.88,46
2,8,64,49.2759,219.267,0.96,46
2,8,64,49.3214,271.6,0.94,46
2,8,64,49.3181,204.733,0.98,46
2,8,72,49.4068,253.733,0.92,47
2,8,72,49.4394,269.067,0.92,47
2,8,72,49.4524,213.933,0.98,47
2,8,72,49.4621,229.467,0.96,47
2,8,72,49.4264,241,0.94,47
2,8,72,49.4198,267.267,0.92,47
2,8,72,49.4361,213.333,0.98,47
2,8,72,49.4882,213.733,0.98,47
2,8,72,49.4426,228.667,0.96,47
2,8,72,49.4361,240,0.94,47
2,8,72,49.4914,242,0.94,47
2,8,72,49.4556,214.333,0.98,47
2,8,72,49.4198,270.667,0.9,47
